Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme values of temperature and wind speed,007032,Height of sensor above local ground (or deck of marine platform),,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme values of temperature and wind speed,002002,Type of instrumentation for wind measurement,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme values of temperature and wind speed,008053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme values of temperature and wind speed,004003,Day,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme values of temperature and wind speed,011046,Maximum instantaneous wind speed,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme values of temperature and wind speed,008053,Day of occurrence qualifier,Set to missing (cancel),,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,004003,Day,= 1,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,004004,Hour,= 0,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,004074,Short time period or displacement,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,004023,Time period or displacement,Number of days in the month,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,007032,Height of sensor above local ground (or deck of marine platform),,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,013060,Total accumulated precipitation,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,013051,"Frequency group, precipitation",,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,004053,Number of days with precipitation equal to or more than 1 mm,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,008050,Qualifier for number of missing values in calculation of statistic,= 5 Precipitation,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Precipitation,008020,Total number of missing entities (with respect to accumulation or average),Days,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Number of days of occurrence,102006,Replicate 2 descriptors 6 times,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Number of days of occurrence,008052,Condition for which number of days of occurrence follows,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Number of days of occurrence,008022,Total number (with respect to accumulation or average),Days,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme precipitation,008053,Day of occurrence qualifier,"= 0 On 1 day only, = 1 On 2 or more days",,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme precipitation,004003,Day,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme precipitation,013052,Highest daily amount of precipitation,,,,Operational
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),Occurrence of extreme precipitation,007032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004001,Year,Beginning of the reference period,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004001,Year,Ending of the reference period,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004002,Month,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004003,Day,= 1,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004004,Hour,= 0,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004074,Short time period or displacement,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004022,Time period or displacement,= 1,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,008023,First-order statistics,= 4 Mean value,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,010004,Pressure,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,010051,Pressure reduced to mean sea level,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,007004,Pressure,Standard level,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,010009,Geopotential height,Standard level,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,007032,Height of sensor above local ground (or deck of marine platform),,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,012101,Temperature/air temperature,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,002051,Indicator to specify observing method for extreme temperatures,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004051,Principal time of daily reading of maximum temperature,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,012118,"Maximum temperature at height specified, past 24 hours",,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,004052,Principal time of daily reading of minimum temperature,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,012119,"Minimum temperature at height specified, past 24 hours",,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,013004,Vapour pressure,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,012151,Standard deviation of daily mean temperature,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,007032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,014032,Total sunshine,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),,008023,First-order statistics,Set to missing (cancel),,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004001,Year,Beginning of the reference period,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004001,Year,Ending of the reference period,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004002,Month,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004003,Day,= 1,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004004,Hour,= 0,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004074,Short time period or displacement,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004022,Time period or displacement,= 1,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,007032,Height of sensor above local ground (or deck of marine platform),,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,008023,First-order statistics,= 4 Mean value,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,013060,Total accumulated precipitation,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,004053,Number of days with precipitation equal to or more than 1 mm,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,008023,First-order statistics,Set to missing (cancel),,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,102008,Replicate 2 descriptors 8 times,,,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,008050,Qualifier for number of missing values in calculation of statistic,"Pressure, temperature, extreme temperatures, vapour pressure, precipitation, sunshine duration, maximum temperature, minimum temperature",,,Operational
07,Surface report sequences (land),307077,(Monthly normals for a land station in compliance with regional or national reporting practices),Normals of precipitation,008020,Total number of missing entities (with respect to accumulation or average),Years,,,Operational
07,Surface report sequences (land),307078,(Sequence for representation of monthly values suitable for CLIMAT data in compliance with regional or national reporting practices),,307076,Monthly values from a land station in compliance with regional or national reporting practices,,,,Operational
07,Surface report sequences (land),307078,(Sequence for representation of monthly values suitable for CLIMAT data in compliance with regional or national reporting practices),,307077,Monthly normals for a land station in compliance with regional or national reporting practices,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,301090,"Surface station identification; time, horizontal and vertical coordinates",,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302031,Pressure information,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302035,"Basic synoptic ""instantaneous"" data",,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302036,Clouds with bases below station level,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,101000,Delayed replication of 1 descriptor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,031000,Short delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302047,Direction of cloud drift,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,008002,Vertical significance (surface observations),,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,101000,Delayed replication of 1 descriptor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,031000,Short delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302048,Direction and elevation of cloud,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302037,"State of ground, snow depth, ground minimum temperature",,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,102000,Delayed replication of 2 descriptors,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,031000,Short delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,022061,State of the sea,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,020058,Visibility seawards from a coastal station,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,101000,Delayed replication of 1 descriptor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,031000,Short delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302056,Sea/water temperature,"Sea/water surface temperature, method of measurement, depth below water surface",,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,101000,Delayed replication of 1 descriptor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,031000,Short delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302055,Icing and ice,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302043,"Basic synoptic ""period"" data",,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302044,Evaporation data,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,101000,Delayed replication of 1 descriptor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,031001,Delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302045,Radiation data (from 1 hour and 24-hour period),,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,101000,Delayed replication of 1 descriptor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,031000,Short delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307079,(Sequence for representation of synoptic reports from fixed land stations suitable for SYNOP data and for maritime data from coastal stations),,302046,Temperature change,,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,301090,"Surface station identification; time, horizontal and vertical coordinates",,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302031,Pressure information,,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302035,"Basic synoptic ""instantaneous"" data",,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302036,Clouds with bases below station level,,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302047,Direction of cloud drift,,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,008002,Vertical significance (surface observations),,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302048,Direction and elevation of cloud,,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302037,"State of ground, snow depth, ground minimum temperature",,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302043,"Basic synoptic ""period"" data",,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302044,Evaporation data,,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,101002,Replicate 1 descriptor 2 times,,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302045,Radiation data (from 1 hour and 24-hour period),,,,Operational
07,Surface report sequences (land),307080,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data),,302046,Temperature change,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,301090,"Surface station identification; time, horizontal and vertical coordinates",,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302031,Pressure information,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302035,"Basic synoptic ""instantaneous"" data",,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302036,Clouds with bases below station level,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302047,Direction of cloud drift,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,008002,Vertical significance (surface observations),Set to missing (cancel),,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302048,Direction and elevation of cloud,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302037,"State of ground, snow depth, ground minimum temperature",,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,012122,Ground minimum temperature of the preceding night,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,013056,Character and intensity of precipitation,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,013057,Time of beginning or end of precipitation,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020101,Locust (acridian) name,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020102,Locust (maturity) colour,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020103,Stage of development of locusts,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020104,Organization state of swarm or band of locusts,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020105,Size of swarm or band of locusts and duration of passage of swarm,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020106,Locust population density,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020107,Direction of movements of locust swarm,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,020108,Extent of vegetation,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302043,"Basic synoptic ""period"" data",,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302044,Evaporation data,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,101002,Replicate 1 descriptor 2 times,,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302045,Radiation data (from 1 hour and 24-hour period),,,,Operational
07,Surface report sequences (land),307081,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA I),,302046,Temperature change,,,,Operational
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,301090,"Surface station identification; time, horizontal and vertical coordinates",,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302031,Pressure information,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302035,"Basic synoptic ""instantaneous"" data",,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302036,Clouds with bases below station level,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302047,Direction of cloud drift,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,008002,Vertical significance (surface observations),Set to missing (cancel),(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302048,Direction and elevation of cloud,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302037,"State of ground, snow depth, ground minimum temperature",,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,012121,Ground minimum temperature,At the time of observation,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,012122,Ground minimum temperature of the preceding night,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302043,"Basic synoptic ""period"" data",,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302044,Evaporation data,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,101002,Replicate 1 descriptor 2 times,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302045,Radiation data (from 1 hour and 24-hour period),,(see Note 7),2,Deprecated
07,Surface report sequences (land),307082,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA II),,302046,Temperature change,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,301090,"Surface station identification; time, horizontal and vertical coordinates",,(see Note 7),2,Deprecated
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302031,Pressure information,,(see Note 7),2,Deprecated
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302035,"Basic synoptic ""instantaneous"" data",,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302036,Clouds with bases below station level,,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302047,Direction of cloud drift,,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,008002,Vertical significance (surface observations),Set to missing (cancel),,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302048,Direction and elevation of cloud,,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302037,"State of ground, snow depth, ground minimum temperature",,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,012122,Ground minimum temperature of the preceding night,,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302043,"Basic synoptic ""period"" data",,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302044,Evaporation data,,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,101002,Replicate 1 descriptor 2 times,,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302045,Radiation data (from 1 hour and 24-hour period),,,,Operational
07,Surface report sequences (land),307083,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA III),,302046,Temperature change,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,301090,"Surface station identification; time, horizontal and vertical coordinates",,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302031,Pressure information,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302035,"Basic synoptic ""instantaneous"" data",,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302036,Clouds with bases below station level,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302047,Direction of cloud drift,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,008002,Vertical significance (surface observations),Set to missing (cancel),,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302048,Direction and elevation of cloud,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,302037,"State of ground, snow depth, ground minimum temperature",,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,020055,State of sky in the tropics,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,101000,Delayed replication of 1 descriptor,,,,Operational
07,Surface report sequences (land),307084,(Sequence for representation of synoptic reports from a fixed land station suitable for SYNOP data in compliance with reporting practices in RA IV),,031001,Delayed descriptor replication factor,,,,Operational
